"artist","song","first_name","last_name","user_id","item_in_session","session_id"
"Gerry Rafferty","Don't Close The Door","Jacob","Klein","73","7","72"
"the bird and the bee","Again & Again","Jacob","Klein","73","10","72"
"Blur","Sing","Jacob","Klein","73","11","72"
"Puerto Rican Power","Juguete De Nadie","Jacob","Klein","73","12","72"
"Hercules And Love Affair","Blind (Frankie Knuckles Remix)","Jacob","Klein","73","13","72"
"BeyoncÃÂ©","Kitty Kat","Jacob","Klein","73","14","72"
"Burt Bacharach","Pacific Coast Highway","Jacob","Klein","73","15","72"
"Common","Be (Intro)","Jacob","Klein","73","16","72"
"Ra Ra Riot","Can You Tell","Jacob","Klein","73","17","72"
"Flyleaf","There For You","Jacob","Klein","73","18","72"
"Neil Young","Danger Bird (Album Version)","Jacob","Klein","73","19","72"
"A Day To Remember","You Already Know What You Are","Jacob","Klein","73","20","72"
"Del Tha Funkee Homosapien","Sleepin' On My Couch","Jacob","Klein","73","21","72"
"Leopoldo Federico","La Cachila","Jacob","Klein","73","22","72"
"Moose","Do You Remember","Jacob","Klein","73","23","72"
"Wyclef Jean","Knockin' On Heaven's Door","Jacob","Klein","73","24","72"
"Alvin And The Chipmunks","Coast 2 Coast","Jacob","Klein","73","25","72"
"Anthrax","Who Cares Wins","Jacob","Klein","73","26","72"
"Beatsteaks","Jane Became Insane","Jacob","Klein","73","27","72"
"Nouvelle Vague","Too Drunk Too F****","Anabelle","Simpson","69","0","249"
"Mastodon","Divinations (Album Version)","Anabelle","Simpson","69","1","249"
"The Killers","Sam's Town","Anabelle","Simpson","69","2","249"
"Alanis Morissette","Right Through You (LP Version)","Stefany","White","83","0","186"
"Miami Horror","Sometimes","Kate","Harrell","97","88","293"
"The White Stripes","My Doorbell (Album Version)","Kate","Harrell","97","89","293"
"Juan Carmona","Panales de Algodon","Kate","Harrell","97","90","293"
"Alison Krauss / Union Station","Restless","Kate","Harrell","97","91","293"
"Bullet For My Valentine","Begging For Mercy","Kate","Harrell","97","92","293"
"BjÃÂ¶rk","Undo","Kate","Harrell","97","93","293"
"Kanye West","Celebration","Kate","Harrell","97","94","293"
"Amy Winehouse","Stronger Than Me","Ayla","Johnson","63","0","223"
"Saosin","You're Not Alone","Kate","Harrell","97","95","293"
"Gorillaz","Last Living Souls","Kate","Harrell","97","96","293"
"World Inferno/Friendship Society_ The","Everybody Comes to Rick's","Kate","Harrell","97","97","293"
"Fall Out Boy","Don't You Know Who I Think I Am?","Kate","Harrell","97","98","293"
"Lonnie Gordon","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","Kate","Harrell","97","99","293"
"Crystal Castles","Not In Love","Kate","Harrell","97","100","293"
"Cage The Elephant","Ain't No Rest For The Wicked (Original Version)","Kate","Harrell","97","101","293"
"Rick Ross","Luxury Tax","Kate","Harrell","97","102","293"
"Lovehatehero","Red Dress","Kaylee","Summers","8","0","181"
"Justin Bieber","Never Let You Go","Kaylee","Summers","8","1","181"
"Zero 7","You're My Flame [Album Version]","Kaylee","Summers","8","2","181"
"Yeah Yeah Yeahs","Heads Will Roll","Kaylee","Summers","8","3","181"
"4 Skins","Clockwork Skinhead","Kaylee","Summers","8","4","181"
"Anne-Lie RydÃÂ©","SÃÂ¥n't ÃÂr Livet (You Can Have Her) (2002 Digital Remaster)","Wyatt","Scott","9","0","8"
"The Smiths","There Is A Light That Never Goes Out","Wyatt","Scott","9","1","8"
"Metallica","Master Of Puppets","Wyatt","Scott","9","2","8"
"Flight Of The Conchords","Too Many Dicks (On The Dance Floor)","Kynnedi","Sanchez","89","0","192"
"In Flames","Come Clarity","Kynnedi","Sanchez","89","1","192"
"Juan Carlos Baglietto","Cuando","Wyatt","Scott","9","3","8"
"Juan Carlos Baglietto","Era En Abril","Wyatt","Scott","9","4","8"
"Saliva","Click Click Boom","Ava","Robinson","50","0","313"
"Soul II Soul","How Long","Jayden","Fox","101","0","298"
"Los Rodriguez","Enganchate Conmigo","Ava","Robinson","50","1","313"
"Twista feat. Kayne West & Jamie Foxx","Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version)","Ava","Robinson","50","2","313"
"Slim Cessna's Auto Club","Unto The Day","Ava","Robinson","50","3","313"
"Philippe Rochard","Crumpshit","Theodore","Harris","14","0","162"
"Mike And The Mechanics","A Beggar On A Beach Of Gold","Theodore","Harris","14","1","162"
"No Doubt","Hey You","Theodore","Harris","14","2","162"
"The White Stripes","Seven Nation Army (Album Version)","Sylvie","Cruz","10","3","286"
"Oscar Peterson","Nighttime","Theodore","Harris","14","3","162"
"Jem","Amazing Life","Adler","Barrera","100","0","301"
"Jagged Edge featuring Run of Run DMC","Let's Get Married","Adler","Barrera","100","1","301"
"Arctic Monkeys","Baby I'm Yours","Tegan","Levine","80","1","329"
"Pixies","Build High","Ava","Robinson","50","1","338"
"The Roots / Jack Davey","Atonement","Ava","Robinson","50","2","338"
"Mike And The Mechanics","A Beggar On A Beach Of Gold","Ava","Robinson","50","3","338"
"Faithless","Music Matters (Mark Knight Dub)","Ava","Robinson","50","4","338"
"Kings Of Leon","Be Somebody","Aiden","Hess","86","0","204"
"Vader","Carnal","Sylvie","Cruz","10","1","339"
"Wu-Tang Clan","Impossible","Sylvie","Cruz","10","2","339"
"Matt Nathanson","Bare","Kevin","Arellano","66","1","319"
"Lily Allen","Smile","Kevin","Arellano","66","2","319"
"Harmonia","Sehr kosmisch","Aleena","Kirby","44","0","285"
"Avril Lavigne","Keep Holding On","Lily","Koch","15","1","221"
"White Lion","When The Children Cry","Lily","Koch","15","2","221"
"Lifehouse","You And Me (Wedding Version)","Lily","Koch","15","3","221"
"Entombed","Stranger Aeons","Aleena","Kirby","44","1","285"
"Miley Cyrus","The Climb","Lily","Koch","15","4","221"
"Ray Barretto","Indestructible","Aleena","Kirby","44","2","285"
"Syd Barrett","Lanky (Part One)","Lily","Koch","15","5","221"
"Thievery Corporation","Racing East","Aleena","Kirby","44","3","285"
"Jack Johnson","Angel","Aleena","Kirby","44","5","285"
"Todd Barry","Sugar Ray (LP Version)","Lily","Koch","15","6","221"
"Eddie Vedder","Guaranteed","Lily","Koch","15","7","221"
"Arcade Fire","No Cars Go","Aleena","Kirby","44","6","285"
"Cartola","Verde Que Te Quero Rosa","Lily","Koch","15","8","221"
"India.Arie","Good Man","Lily","Koch","15","9","221"
"Avril Lavigne","Tomorrow","Aleena","Kirby","44","7","285"
"Dwight Yoakam","You're The One","Morris","Gilmore","23","2","177"
"BeyoncÃÂ©","Halo","Lily","Koch","15","10","221"
"Franz Ferdinand","Take Me Out","Lily","Koch","15","11","221"
"Leggo Beast","Itchy Feet","Lily","Koch","15","12","221"
"Daft Punk","Aerodynamic (Daft Punk Remix)","Lily","Koch","15","13","221"
"Interpol","Narc","Lily","Koch","15","14","221"
"Sl2","On A Ragga Tip","Lily","Koch","15","15","221"
"Newsboys","It Is You - Live","Jacqueline","Lynch","29","0","295"
"Montgomery Gentry","While You're Still Young","Lily","Koch","15","16","221"
"10cc","Hotel","Lily","Koch","15","17","221"
"Booka Shade","shimmer","Jacqueline","Lynch","29","1","295"
"Metallica","Master Of Puppets","Shakira","Hunt","84","1","277"
"B.o.B","Nothin' On You [feat. Bruno Mars] (Album Version)","Lily","Koch","15","18","221"
"John Mayer","Why Georgia","Jacqueline","Lynch","29","2","295"
"The Specials","Ghost Town","Lily","Koch","15","19","221"
"Ol' Dirty Bastard","Brooklyn Zoo [Explicit Version]","Lily","Koch","15","20","221"
"Jack Johnson","Bubble Toes","Lily","Koch","15","21","221"
"Radiohead","You","Lily","Koch","15","22","221"
"Fall Out Boy","Nobody Puts Baby In The Corner","Lily","Koch","15","23","221"
"Lily Allen","Not Fair (Clean Radio Edit)","Lily","Koch","15","24","221"
"Polyphonic Spree","Section Ten","Lily","Koch","15","25","221"
"Los Del Rio","Macarena","Jizelle","Benjamin","2","1","323"
"Alliance Ethnik","ReprÃÂ©sente","Lily","Koch","15","26","221"
"Shinedown","Second Chance (Album Version)","Ryan","Smith","26","0","346"
"Linkin Park","Given Up (Album Version)","Lily","Koch","15","27","221"
"Poisonblack","Nothing Else ReMayns","Lily","Koch","15","28","221"
"The Radio Dept.","Your Father","Lily","Koch","15","29","221"
"Gwen Stefani / Andre 3000","Long Way To Go","Lily","Koch","15","30","221"
"Shinedown","The Crow & The Butterfly (Album Version)","Lily","Koch","15","31","221"
"Sunnyland Slim","Slim's Shout","Lily","Koch","15","32","221"
"Lou Bega","Mambo No. 5 (A Little Bit Of...)","Lily","Koch","15","34","221"
"Nevermore","Matricide","Lily","Koch","15","35","221"
"Radiohead","There_ There","Lily","Koch","15","36","221"
"Band Of Horses","Ode to LRC (Album)","Lily","Koch","15","37","221"
"Evanescence","My Immortal (Album Version)","Lily","Koch","15","38","221"
"Eminem","Mockingbird","Lily","Koch","15","39","221"
"Chi-Lites","A Letter To Myself","Lily","Koch","15","40","221"
"Hombres G","Multiplicados por nueve","Lily","Koch","15","41","221"
"Jazzanova / Ben Westbeech","I Can See","Lily","Koch","15","42","221"
"Pleasure P","Let Me (Amended Album Version)","Lily","Koch","15","43","221"
"MGMT","Time To Pretend","Lily","Koch","15","44","221"
"Kaoma","Lambada","Lily","Koch","15","45","221"
"Buena Vista Social Club","Chan Chan (Live)","Lily","Koch","15","46","221"
"Bullet For My Valentine","Tears Don't Fall","Lily","Koch","15","47","221"
"Pygmy Lush","Red Room Blues","Lily","Koch","15","48","221"
"Flight Of The Conchords","Au Revoir (Album Version)","Lily","Koch","15","49","221"
"Angels and Airwaves","The Gift","Lily","Koch","15","50","221"
"The Blues Brothers","(I Got Everything I Need) Almost (Live Version)","Lily","Koch","15","51","221"
"Carlos Santana & Mahavishnu John McLaughlin","A Love Supreme","Lily","Koch","15","53","221"
"Enya","White Is In The Winter Night (Album)","Lily","Koch","15","54","221"
"BjÃÂ¶rk","Cover Me","Lily","Koch","15","55","221"
"Gorillaz","Hong Kong","Lily","Koch","15","56","221"
"Nana Caymmi","Fim De Caso","Lily","Koch","15","57","221"
"The Courteeners","Take Over The World","Lily","Koch","15","58","221"
"The Blues Brothers","Messin' With The Kid (Live Version)","Lily","Koch","15","59","221"
"William Orbit","Barber's Adagio For Strings (Ferry Corsten Remix)","Lily","Koch","15","60","221"
"Coldplay","Life In Technicolor ii","Lily","Koch","15","61","221"
"Boards of Canada","84 Pontiac Dream","Lily","Koch","15","62","221"
"Tom Waits","Sea Of Love","Lily","Koch","15","63","221"
"Philippe Rochard","Crumpshit","Lily","Koch","15","64","221"
"The Dream Academy","Life In A Northern Town (LP Version)","Lily","Koch","15","65","221"
"Pantera","Planet Caravan (Remastered LP Version)","Lily","Koch","15","66","221"
"John Miles","Music","Lily","Koch","15","67","221"
"Fastway","Don't Stop The Fight","Lily","Koch","15","68","221"
"Foo Fighters","Everlong","Lily","Koch","15","69","221"
"Sascha Funke","Quiet Please","Lily","Koch","15","70","221"
"Apsci","Never Give Up","Lily","Koch","15","71","221"
"Electric Light Orchestra","Mr Blue Sky","Bronson","Harris","33","0","314"
"Cute Is What We Aim For","Miss Sobriety (Album Version)","Lily","Koch","15","72","221"
"Andy Starr","Rockin' Rollin' Stone","Lily","Koch","15","73","221"
"Underworld","Teardrop","Bronson","Harris","33","1","314"
"The Coral","Liezah","Lily","Koch","15","74","221"
"Jadakiss","Pain & Torture","Lily","Koch","15","75","221"
"Chet Baker","Life","Lily","Koch","15","76","221"
"Alex Ubago","Que pides tu?","Lily","Koch","15","77","221"
"The Black Keys","240 Years Before Your Time","Lily","Koch","15","78","221"
"Camila","Besame","Theodore","Smith","52","0","299"
"Ill NiÃÂ±o","Numb","Lily","Koch","15","79","221"
"Billy Currington","Ain't What It Used To Be","Lily","Koch","15","80","221"
"The Killers","Move Away","Lily","Koch","15","81","221"
"Wordsworth","Right Now (Produced by Ayatollah)","Lily","Koch","15","82","221"
"Shinedown","Second Chance (Album Version)","Lily","Koch","15","83","221"
"Ane Brun","Laid In Earth","Lily","Koch","15","84","221"
"Chris Kenner","I Like It Like That","Lily","Koch","15","85","221"
"Black Stone Cherry","The Key (Album Version)","Lily","Koch","15","86","221"
"Foolish Things","Who Can Compare","Lily","Koch","15","87","221"
"Toto La Momposina","Dame La Mano Juancho","Lily","Koch","15","88","221"
"The Runaways","I Love Playin'  With Fire","Lily","Koch","15","89","221"
"Gala","Suddenly","Lily","Koch","15","90","221"
"Orishas","El Kilo","Lily","Koch","15","91","221"
"Queen","Nevermore (1994 Digital Remaster)","Ava","Robinson","50","0","343"
"Sondre Lerche","Heartbeat Radio","Ava","Robinson","50","1","343"
"Three Drives","Greece 2000","Lily","Koch","15","92","221"
"Ottmar Liebert","Festival (Of 7 Lights)","Lily","Koch","15","94","221"
"Sondre Lerche","Don't Be Shallow","Lily","Koch","15","95","221"
"Robyn Hitchcock and The Egyptians","The Black Crow Knows","Lily","Koch","15","96","221"
"The Buggles","Video Killed The Radio Star","Lily","Koch","15","97","221"
"Kid Cudi / MGMT / Ratatat","Pursuit Of Happiness (nightmare)","Lily","Koch","15","98","221"
"Damian Marley / Nas","Road To Zion","Lily","Koch","15","99","221"
"Linkin Park","Pushing Me Away (Album Version)","Lily","Koch","15","100","221"
"Way Out West","Killa","Lily","Koch","15","101","221"
"Mr. Airplane Man","Lonesome Road","Lily","Koch","15","102","221"
"Asking Alexandria","Hey There Mr. Brooks (feat. Feat. Shawn Mike of Alesana)","Lily","Koch","15","103","221"
"The Cat Empire","The Chariot","Lily","Koch","15","104","221"
"STRATOVARIUS","Twilight Time","Lily","Burns","32","1","349"
"The Mantles","Don't Lie","Lily","Burns","32","2","349"
"Tub Ring","Invalid","Kaleb","Cook","54","0","213"
"Jack Johnson","Wrong Turn","Kaleb","Cook","54","1","213"
"Muse","Supermassive Black Hole (Twilight Soundtrack Version)","Harper","Barrett","42","1","275"
"Beastie Boys","Lighten Up","Harper","Barrett","42","2","275"
"Shakira","Pienso En Ti","Harper","Barrett","42","3","275"
"Selena","Amor Prohibido","Harper","Barrett","42","4","275"
"Kid Cudi Vs Crookers","Day 'N' Nite","Harper","Barrett","42","5","275"
"Rise Against","Black Masks & Gasoline","Harper","Barrett","42","6","275"
"Fall Out Boy","I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You)","Harper","Barrett","42","7","275"
"Jack Johnson","Staple It Together","Harper","Barrett","42","8","275"
"Twista feat. Kayne West & Jamie Foxx","Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version)","Harper","Barrett","42","9","275"
"Train","Hey_ Soul Sister","Harper","Barrett","42","10","275"
"Rihanna","Rehab","Harper","Barrett","42","11","275"
"Man Man","Van Helsing Boombox","Harper","Barrett","42","12","275"
"Ween","The Stallion","Harper","Barrett","42","13","275"
"Charttraxx Karaoke","Fireflies","Harper","Barrett","42","14","275"
"Digitalism","I Want I Want","Harper","Barrett","42","15","275"
"Dispatch","Railway","Harper","Barrett","42","16","275"
"Postal Service","Clark Gable (Album)","Harper","Barrett","42","17","275"
"Patricia Barber","Phaeton","Harper","Barrett","42","18","275"
"Enur","Ucci Ucci feat. Nicki Minaj & The Chopper City Boyz","Harper","Barrett","42","19","275"
"Hybrid","Choke","Harper","Barrett","42","20","275"
"Riverside","Stuck Between","Harper","Barrett","42","21","275"
"Enigma","Smell Of Desire.","Harper","Barrett","42","22","275"
"Arcade Fire","Headlights Look Like Diamonds","Harper","Barrett","42","23","275"
"Spoon","Out Go The Lights","Harper","Barrett","42","25","275"
"The Wannadies","You & Me Song","Harper","Barrett","42","26","275"
"Tricky","Girls (Album version)","Harper","Barrett","42","27","275"
"Tony Rice","Wayfaring Stranger","Harper","Barrett","42","28","275"
"Rasheeda","Sweep The Flo (Featuring Diamond)","Harper","Barrett","42","29","275"
"George Younce","This Old House w/ When The Saints Medley","Harper","Barrett","42","30","275"
"Alex Gopher","Brain Leech","Harper","Barrett","42","31","275"
"Aphex Twin","Didgeridoo","Harper","Barrett","42","32","275"
"Emmanuel Moire","LÃÂ  OÃÂ¹ Je Pars","Harper","Barrett","42","33","275"
"Josh Turner","I Wouldn't Be A Man","Harper","Barrett","42","34","275"
"Carlos Y JosÃÂ©","Soy AlbaÃÂ±il","Chloe","Cuevas","49","0","336"
"Motionless in White","Ghost In The Mirror","Cecilia","Owens","6","0","288"
"Feist","My Moon My Man","Layla","Griffin","24","0","395"
"Postal Service","We Will Become Silhouettes (Album)","Tegan","Levine","80","0","398"
"Stevie Ray Vaughan And Double Trouble","Life Without You","Tegan","Levine","80","1","398"
"AFI","Miseria Cantare--The Beginning","Hannah","Calhoun","64","0","166"
"Lonnie Gordon","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","Sara","Johnson","95","3","276"
"Harry Connick_ Jr.","My Blue Heaven","Sara","Johnson","95","4","276"
"Andres Calamaro","Crucificame","Sara","Johnson","95","5","276"
"Tub Ring","Invalid","Sara","Johnson","95","6","276"
"Brian Poole & The Tremeloes","I Can Dance","Kimber","Norris","47","0","142"
"War","The World Is A Ghetto","Kimber","Norris","47","1","142"
"Kanye West / Consequence / Cam'Ron","Gone","Tegan","Levine","80","0","409"
"David Banner","Play","Tegan","Levine","80","1","409"
"Kreator","Second awakening","Devin","Larson","60","0","271"
"Cipher","Protoculture (Sankofa)","Tegan","Levine","80","2","409"
"Daft Punk","Emotion","Tegan","Levine","80","3","409"
"Taylor Swift","Love Story","Colm","Santana","67","0","66"
"The Police","Message In A Bottle","Tegan","Levine","80","4","409"
"JayMay","You'd Rather Run","Tegan","Levine","80","5","409"
"Amy Adams","Happy Working Song","Martin","Johnson","55","1","331"
"Shinedown","Second Chance (Album Version)","Tegan","Levine","80","6","409"
"Amy Winehouse","Some Unholy War","Martin","Johnson","55","2","331"
"T.I. & DJ Drama","Ride Wit Me","Tegan","Levine","80","7","409"
"Gang Starr","Soliloquy Of Chaos (Explicit)","Lily","Koch","15","0","362"
"Benny Benassi","Who's Your Daddy? ","Tegan","Levine","80","8","409"
"Paramore","When It Rains (Album Version)","Lily","Koch","15","2","362"
"Metallica","Mama Said","Tegan","Levine","80","9","409"
"A-Ha","Forever Not Yours (Album Version  - NY Mix II)","Lily","Koch","15","3","362"
"Easy Star All-Stars","Lovely Rita (feat. Bunny Rugs and U Roy)","Tegan","Levine","80","10","409"
"Alter Bridge","Down To My Last","Lily","Koch","15","4","362"
